Row Sort ID,Control ID,Statement ID,Control Statement,Supplemental Guidance
sc-39-,SC-39,,Maintain a separate execution domain for each executing system process.,"Systems can maintain separate execution domains for each executing process by assigning each process a separate address space. Each system process has a distinct address space so that communication between processes is performed in a manner controlled through the security functions, and one process cannot modify the executing code of another process. Maintaining separate execution domains for executing processes can be achieved, for example, by implementing separate address spaces. Process isolation technologies, including sandboxing or virtualization, logically separate software and firmware from other software, firmware, and data. Process isolation helps limit the access of potentially untrusted software to other system resources. The capability to maintain separate execution domains is available in commercial operating systems that employ multi-state processor technologies."
sc-45-,SC-45,,Synchronize system clocks within and between systems and system components.,"Time synchronization of system clocks is essential for the correct execution of many system services, including identification and authentication processes that involve certificates and time-of-day restrictions as part of access control. Denial of service or failure to deny expired credentials may result without properly synchronized clocks within and between systems and system components. Time is commonly expressed in Coordinated Universal Time (UTC), a modern continuation of Greenwich Mean Time (GMT), or local time with an offset from UTC. The granularity of time measurements refers to the degree of synchronization between system clocks and reference clocks, such as clocks synchronizing within hundreds of milliseconds or tens of milliseconds. Organizations may define different time granularities for system components. Time service can be critical to other security capabilities—such as access control and identification and authentication—depending on the nature of the mechanisms used to support the capabilities."
sc-45.01-,SC-45.1,,,Synchronization of internal system clocks with an authoritative source provides uniformity of time stamps for systems with multiple system clocks and systems connected over a network.
sc-45.01-A,SC-45.1,A,Compare the internal system clocks [CCCS Assignment: At least hourly] with [CCCS Assignment: http://tf.nist.gov/tf-cgi/servers.cgi] ; and,
sc-45.01-B,SC-45.1,B,Synchronize the internal system clocks to the authoritative time source when the time difference is greater than [Assignment: organization-defined time period].,
si-01-,SI-1,,,"System and information integrity policy and procedures address the controls in the SI family that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on the development of system and information integrity policy and procedures. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission- or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission or business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to system and information integrity policy and procedures include assessment or audit findings, security incidents or breaches, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure."
si-01-A,SI-1,A,"Develop, document, and disseminate to [Assignment: organization-defined organization-defined personnel or roles]:",
si-01-A.1,SI-1,A.1,"[Selection: organization-level, mission/business process-level, system-level] system and information integrity policy that:",
si-01-A.1.A,SI-1,A.1.A,"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",
si-01-A.1.B,SI-1,A.1.B,"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",
si-01-A.2,SI-1,A.2,Procedures to facilitate the implementation of the system and information integrity policy and the associated system and information integrity controls;,
si-01-B,SI-1,B,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the system and information integrity policy and procedures; and",
si-01-C,SI-1,C,Review and update the current system and information integrity:,
si-01-C.1,SI-1,C.1,Policy [CCCS Assignment: at least every 3 years] and following [CCCS Assignment: significant changes] ; and,
si-01-C.2,SI-1,C.2,Procedures [CCCS Assignment: at least annually] and following [CCCS Assignment: significant changes].,
si-02-,SI-2,,,"The need to remediate system flaws applies to all types of software and firmware. Organizations identify systems affected by software flaws, including potential vulnerabilities resulting from those flaws, and report this information to designated organizational personnel with information security and privacy responsibilities. Security-relevant updates include patches, service packs, and malicious code signatures. Organizations also address flaws discovered during assessments, continuous monitoring, incident response activities, and system error handling. By incorporating flaw remediation into configuration management processes, required remediation actions can be tracked and verified.

Organization-defined time periods for updating security-relevant software and firmware may vary based on a variety of risk factors, including the security category of the system, the criticality of the update (i.e., severity of the vulnerability related to the discovered flaw), the organizational risk tolerance, the mission supported by the system, or the threat environment. Some types of flaw remediation may require more testing than other types. Organizations determine the type of testing needed for the specific type of flaw remediation activity under consideration and the types of changes that are to be configuration-managed. In some situations, organizations may determine that the testing of software or firmware updates is not necessary or practical, such as when implementing simple malicious code signature updates. In testing decisions, organizations consider whether security-relevant software or firmware updates are obtained from authorized sources with appropriate digital signatures."
si-02-A,SI-2,A,"Identify, report, and correct system flaws;",
si-02-B,SI-2,B,Test software and firmware updates related to flaw remediation for effectiveness and potential side effects before installation;,
si-02-C,SI-2,C,Install security-relevant software and firmware updates within [CCCS Assignment: within thirty (30) days of release of updates] of the release of the updates; and,
si-02-D,SI-2,D,Incorporate flaw remediation into the organizational configuration management process.,
si-02.02-,SI-2.2,,Determine if system components have applicable security-relevant software and firmware updates installed using [Assignment: organization-defined automated mechanisms] [CCCS Assignment: at least monthly].,Automated mechanisms can track and determine the status of known flaws for system components.
si-02.03-,SI-2.3,,,"Organizations determine the time it takes on average to correct system flaws after such flaws have been identified and subsequently establish organizational benchmarks (i.e., time frames) for taking corrective actions. Benchmarks can be established by the type of flaw or the severity of the potential vulnerability if the flaw can be exploited."
si-02.03-A,SI-2.3,A,Measure the time between flaw identification and flaw remediation; and,
si-02.03-B,SI-2.3,B,"Establish the following benchmarks for taking corrective actions: [CCCS Assignment: 30 days for high risk flaws, 90 days for moderate risk flaws].",
si-03-,SI-3,,,"System entry and exit points include firewalls, remote access servers, workstations, electronic mail servers, web servers, proxy servers, notebook computers, and mobile devices. Malicious code includes viruses, worms, Trojan horses, and spyware. Malicious code can also be encoded in various formats contained within compressed or hidden files or hidden in files using techniques such as steganography. Malicious code can be inserted into systems in a variety of ways, including by electronic mail, the world-wide web, and portable storage devices. Malicious code insertions occur through the exploitation of system vulnerabilities. A variety of technologies and methods exist to limit or eliminate the effects of malicious code.

Malicious code protection mechanisms include both signature- and nonsignature-based technologies. Nonsignature-based detection mechanisms include artificial intelligence techniques that use heuristics to detect, analyze, and describe the characteristics or behavior of malicious code and to provide controls against such code for which signatures do not yet exist or for which existing signatures may not be effective. Malicious code for which active signatures do not yet exist or may be ineffective includes polymorphic malicious code (i.e., code that changes signatures when it replicates). Nonsignature-based mechanisms also include reputation-based technologies. In addition to the above technologies, pervasive configuration management, comprehensive software integrity controls, and anti-exploitation software may be effective in preventing the execution of unauthorized code. Malicious code may be present in commercial off-the-shelf software as well as custom-built software and could include logic bombs, backdoors, and other types of attacks that could affect organizational mission and business functions.

In situations where malicious code cannot be detected by detection methods or technologies, organizations rely on other types of controls, including secure coding practices, configuration management and control, trusted procurement processes, and monitoring practices to ensure that software does not perform functions other than the functions intended. Organizations may determine that, in response to the detection of malicious code, different actions may be warranted. For example, organizations can define actions in response to malicious code detection during periodic scans, the detection of malicious downloads, or the detection of maliciousness when attempting to open or execute files."
si-03-A,SI-3,A,Implement [CCCS Assignment: signature based and non-signature based] malicious code protection mechanisms at system entry and exit points to detect and eradicate malicious code;,
si-03-B,SI-3,B,Automatically update malicious code protection mechanisms as new releases are available in accordance with organizational configuration management policy and procedures;,
si-03-C,SI-3,C,Configure malicious code protection mechanisms to:,
si-03-C.1,SI-3,C.1,"Perform periodic scans of the system [CCCS Assignment: at least weekly] and real-time scans of files from external sources at [CCCS Assignment: to include endpoints and network entry and exit points] as the files are downloaded, opened, or executed in accordance with organizational policy; and",
si-03-C.2,SI-3,C.2,[CCCS Assignment: to include blocking and quarantining malicious code] ; and send alert to [CCCS Assignment: administrators or organization-defined personnel or roles] in response to malicious code detection; and,
si-03-D,SI-3,D,Address the receipt of false positives during malicious code detection and eradication and the resulting potential impact on the availability of the system.,
si-04-,SI-4,,,"System monitoring includes external and internal monitoring. External monitoring includes the observation of events occurring at external interfaces to the system. Internal monitoring includes the observation of events occurring within the system. Organizations monitor systems by observing audit activities in real time or by observing other system aspects such as access patterns, characteristics of access, and other actions. The monitoring objectives guide and inform the determination of the events. System monitoring capabilities are achieved through a variety of tools and techniques, including intrusion detection and prevention systems, malicious code protection software, scanning tools, audit record monitoring software, and network monitoring software.

Depending on the security architecture, the distribution and configuration of monitoring devices may impact throughput at key internal and external boundaries as well as at other locations across a network due to the introduction of network throughput latency. If throughput management is needed, such devices are strategically located and deployed as part of an established organization-wide security architecture. Strategic locations for monitoring devices include selected perimeter locations and near key servers and server farms that support critical applications. Monitoring devices are typically employed at the managed interfaces associated with controls [SC-7](#sc-7) and [AC-17](#ac-17) . The information collected is a function of the organizational monitoring objectives and the capability of systems to support such objectives. Specific types of transactions of interest include Hypertext Transfer Protocol (HTTP) traffic that bypasses HTTP proxies. System monitoring is an integral part of organizational continuous monitoring and incident response programs, and output from system monitoring serves as input to those programs. System monitoring requirements, including the need for specific types of system monitoring, may be referenced in other controls (e.g., [AC-2g](#ac-2_smt.g), [AC-2(7)](#ac-2.7), [AC-2(12)(a)](#ac-2.12_smt.a), [AC-17(1)](#ac-17.1), [AU-13](#au-13), [AU-13(1)](#au-13.1), [AU-13(2)](#au-13.2), [CM-3f](#cm-3_smt.f), [CM-6d](#cm-6_smt.d), [MA-3a](#ma-3_smt.a), [MA-4a](#ma-4_smt.a), [SC-5(3)(b)](#sc-5.3_smt.b), [SC-7a](#sc-7_smt.a), [SC-7(24)(b)](#sc-7.24_smt.b), [SC-18b](#sc-18_smt.b), [SC-43b](#sc-43_smt.b) ). Adjustments to levels of system monitoring are based on law enforcement information, intelligence information, or other sources of information. The legality of system monitoring activities is based on applicable laws, executive orders, directives, regulations, policies, standards, and guidelines."
si-04-A,SI-4,A,Monitor the system to detect:,
si-04-A.1,SI-4,A.1,Attacks and indicators of potential attacks in accordance with the following monitoring objectives: [CCCS Assignment: consistent with the GC SEMP] ; and,
si-04-A.2,SI-4,A.2,"Unauthorized local, network, and remote connections;",
si-04-B,SI-4,B,Identify unauthorized use of the system through the following techniques and methods: [Assignment: organization-defined techniques and methods];,
si-04-C,SI-4,C,Invoke internal monitoring capabilities or deploy monitoring devices:,
si-04-C.1,SI-4,C.1,Strategically within the system to collect organization-determined essential information; and,
si-04-C.2,SI-4,C.2,At ad hoc locations within the system to track specific types of transactions of interest to the organization;,
si-04-D,SI-4,D,Analyze detected events and anomalies;,
si-04-E,SI-4,E,"Adjust the level of system monitoring activity when there is a change in risk to organizational operations and assets, individuals, other organizations, or the Nation;",
si-04-F,SI-4,F,Obtain legal opinion regarding system monitoring activities; and,
si-04-G,SI-4,G,"Provide [Assignment: organization-defined system monitoring information] to [Assignment: organization-defined personnel or roles] [Selection: as needed, [Assignment: organization-defined frequency]].",
si-04.01-,SI-4.1,,Connect and configure individual intrusion detection tools into a system-wide intrusion detection system.,"Linking individual intrusion detection tools into a system-wide intrusion detection system provides additional coverage and effective detection capabilities. The information contained in one intrusion detection tool can be shared widely across the organization, making the system-wide detection capability more robust and powerful."
si-04.02-,SI-4.2,,Employ automated tools and mechanisms to support near real-time analysis of events.,"Automated tools and mechanisms include host-based, network-based, transport-based, or storage-based event monitoring tools and mechanisms or security information and event management (SIEM) technologies that provide real-time analysis of alerts and notifications generated by organizational systems. Automated monitoring techniques can create unintended privacy risks because automated controls may connect to external or otherwise unrelated systems. The matching of records between these systems may create linkages with unintended consequences. Organizations assess and document these risks in their privacy impact assessment and make determinations that are in alignment with their privacy program plan."
si-04.04-,SI-4.4,,,"Unusual or unauthorized activities or conditions related to system inbound and outbound communications traffic includes internal traffic that indicates the presence of malicious code or unauthorized use of legitimate code or credentials within organizational systems or propagating among system components, signaling to external systems, and the unauthorized exporting of information. Evidence of malicious code or unauthorized use of legitimate code or credentials is used to identify potentially compromised systems or system components."
si-04.04-A,SI-4.4,A,Determine criteria for unusual or unauthorized activities or conditions for inbound and outbound communications traffic;,
si-04.04-B,SI-4.4,B,Monitor inbound and outbound communications traffic [CCCS Assignment: continuously] for [Assignment: organization-defined organization-defined unusual or unauthorized activities or conditions].,
si-04.05-,SI-4.5,,Alert [Assignment: organization-defined personnel or roles] when the following system-generated indications of compromise or potential compromise occur: [Assignment: organization-defined compromise indicators].,"Alerts may be generated from a variety of sources, including audit records or inputs from malicious code protection mechanisms, intrusion detection or prevention mechanisms, or boundary protection devices such as firewalls, gateways, and routers. Alerts can be automated and may be transmitted telephonically, by electronic mail messages, or by text messaging. Organizational personnel on the alert notification list can include system administrators, mission or business owners, system owners, information owners/stewards, senior agency information security officers, senior agency officials for privacy, system security officers, or privacy officers. In contrast to alerts generated by the system, alerts generated by organizations in [SI-4(12)](#si-4.12) focus on information sources external to the system, such as suspicious activity reports and reports on potential insider threats."
si-04.07-,SI-4.7,,,Least-disruptive actions include initiating requests for human responses.
si-04.07-A,SI-4.7,A,Notify [Assignment: organization-defined incident response personnel (identified by name and/or by role)] of detected suspicious events; and,
si-04.07-B,SI-4.7,B,Take the following actions upon detection: [Assignment: organization-defined least-disruptive actions to terminate suspicious events].,
si-04.11-,SI-4.11,,Analyze outbound communications traffic at the external interfaces to the system and selected [Assignment: organization-defined interior points within the system] to discover anomalies.,"Organization-defined interior points include subnetworks and subsystems. Anomalies within organizational systems include large file transfers, long-time persistent connections, attempts to access information from unexpected locations, the use of unusual protocols and ports, the use of unmonitored network protocols (e.g., IPv6 usage during IPv4 transition), and attempted communications with suspected malicious external addresses."
si-04.14-,SI-4.14,,Employ a wireless intrusion detection system to identify rogue wireless devices and to detect attack attempts and potential compromises or breaches to the system.,"Wireless signals may radiate beyond organizational facilities. Organizations proactively search for unauthorized wireless connections, including the conduct of thorough scans for unauthorized wireless access points. Wireless scans are not limited to those areas within facilities containing systems but also include areas outside of facilities to verify that unauthorized wireless access points are not connected to organizational systems."
si-04.16-,SI-4.16,,Correlate information from monitoring tools and mechanisms employed throughout the system.,"Correlating information from different system monitoring tools and mechanisms can provide a more comprehensive view of system activity. Correlating system monitoring tools and mechanisms that typically work in isolation—including malicious code protection software, host monitoring, and network monitoring—can provide an organization-wide monitoring view and may reveal otherwise unseen attack patterns. Understanding the capabilities and limitations of diverse monitoring tools and mechanisms and how to maximize the use of information generated by those tools and mechanisms can help organizations develop, operate, and maintain effective monitoring programs. The correlation of monitoring information is especially important during the transition from older to newer technologies (e.g., transitioning from IPv4 to IPv6 network protocols)."
si-04.18-,SI-4.18,,Analyze outbound communications traffic at external interfaces to the system and at the following interior points to detect covert exfiltration of information: [Assignment: organization-defined interior points within the system].,Organization-defined interior points include subnetworks and subsystems. Covert means that can be used to exfiltrate information include steganography.
si-04.19-,SI-4.19,,Implement [Assignment: organization-defined additional monitoring] of individuals who have been identified by [Assignment: organization-defined sources] as posing an increased level of risk.,"Indications of increased risk from individuals can be obtained from different sources, including personnel records, intelligence agencies, law enforcement organizations, and other sources. The monitoring of individuals is coordinated with the management, legal, security, privacy, and human resource officials who conduct such monitoring. Monitoring is conducted in accordance with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines."
si-04.20-,SI-4.20,,Implement the following additional monitoring of privileged users: [Assignment: organization-defined additional monitoring].,"Privileged users have access to more sensitive information, including security-related information, than the general user population. Access to such information means that privileged users can potentially do greater damage to systems and organizations than non-privileged users. Therefore, implementing additional monitoring on privileged users helps to ensure that organizations can identify malicious activity at the earliest possible time and take appropriate actions."
si-04.22-,SI-4.22,,,Unauthorized or unapproved network services include services in service-oriented architectures that lack organizational verification or validation and may therefore be unreliable or serve as malicious rogues for valid services.
si-04.22-A,SI-4.22,A,Detect network services that have not been authorized or approved by [Assignment: organization-defined authorization or approval processes] ; and,
si-04.22-B,SI-4.22,B,"[Selection: audit, alert [Assignment: organization-defined personnel or roles]] when detected.",
si-04.23-,SI-4.23,,Implement the following host-based monitoring mechanisms at [Assignment: organization-defined system components]: [Assignment: organization-defined host-based monitoring mechanisms].,"Host-based monitoring collects information about the host (or system in which it resides). System components in which host-based monitoring can be implemented include servers, notebook computers, and mobile devices. Organizations may consider employing host-based monitoring mechanisms from multiple product developers or vendors."
si-05-,SI-5,,,"The Cybersecurity and Infrastructure Security Agency (CISA) generates security alerts and advisories to maintain situational awareness throughout the Federal Government. Security directives are issued by OMB or other designated organizations with the responsibility and authority to issue such directives. Compliance with security directives is essential due to the critical nature of many of these directives and the potential (immediate) adverse effects on organizational operations and assets, individuals, other organizations, and the Nation should the directives not be implemented in a timely manner. External organizations include supply chain partners, external mission or business partners, external service providers, and other peer or supporting organizations."
si-05-A,SI-5,A,"Receive system security alerts, advisories, and directives from [CCCS Assignment: to include US-CERT and Cybersecurity and Infrastructure Security Agency (CISA) Directives as well as TBS and CCCS] on an ongoing basis;",
si-05-B,SI-5,B,"Generate internal security alerts, advisories, and directives as deemed necessary;",
si-05-C,SI-5,C,"Disseminate security alerts, advisories, and directives to: [CCCS Assignment: to include system security personnel and administrators with configuration/patch-management responsibilities] ; and",
si-05-D,SI-5,D,"Implement security directives in accordance with established time frames, or notify the issuing organization of the degree of noncompliance.",
si-05.01-,SI-5.1,,Broadcast security alert and advisory information throughout the organization using [Assignment: organization-defined automated mechanisms].,"The significant number of changes to organizational systems and environments of operation requires the dissemination of security-related information to a variety of organizational entities that have a direct interest in the success of organizational mission and business functions. Based on information provided by security alerts and advisories, changes may be required at one or more of the three levels related to the management of risk, including the governance level, mission and business process level, and the information system level."
si-06-,SI-6,,,"Transitional states for systems include system startup, restart, shutdown, and abort. System notifications include hardware indicator lights, electronic alerts to system administrators, and messages to local computer consoles. In contrast to security function verification, privacy function verification ensures that privacy functions operate as expected and are approved by the senior agency official for privacy or that privacy attributes are applied or used as expected."
si-06-A,SI-6,A,Verify the correct operation of [Assignment: organization-defined organization-defined security and privacy functions];,
si-06-B,SI-6,B,"Perform the verification of the functions specified in SI-6a [Selection: [CCCS Assignment: to include upon system startup and/or restart], upon command by user with appropriate privilege, [CCCS Assignment: at least monthly]];",
si-06-C,SI-6,C,Alert [CCCS Assignment: to include system administrators and security personnel] to failed security and privacy verification tests; and,
si-06-D,SI-6,D,"[Selection: shut the system down, restart the system, [Assignment: organization-defined alternative action(s)]] when anomalies are discovered.",
si-07-,SI-7,,,"Unauthorized changes to software, firmware, and information can occur due to errors or malicious activity. Software includes operating systems (with key internal components, such as kernels or drivers), middleware, and applications. Firmware interfaces include Unified Extensible Firmware Interface (UEFI) and Basic Input/Output System (BIOS). Information includes personally identifiable information and metadata that contains security and privacy attributes associated with information. Integrity-checking mechanisms—including parity checks, cyclical redundancy checks, cryptographic hashes, and associated tools—can automatically monitor the integrity of systems and hosted applications."
si-07-A,SI-7,A,"Employ integrity verification tools to detect unauthorized changes to the following software, firmware, and information: [Assignment: organization-defined organization-defined software, firmware, and information] ; and",
si-07-B,SI-7,B,"Take the following actions when unauthorized changes to the software, firmware, and information are detected: [Assignment: organization-defined organization-defined actions].",
si-07.01-,SI-7.1,,"Perform an integrity check of [Assignment: organization-defined organization-defined software, firmware, and information] [Selection: at startup, at [Assignment: organization-defined organization-defined transitional states or security-relevant events], [CCCS Assignment: at least monthly]].","Security-relevant events include the identification of new threats to which organizational systems are susceptible and the installation of new hardware, software, or firmware. Transitional states include system startup, restart, shutdown, and abort."
si-07.02-,SI-7.2,,Employ automated tools that provide notification to [CCCS Assignment: designated IT Security Team] upon discovering discrepancies during integrity verification.,"The employment of automated tools to report system and information integrity violations and to notify organizational personnel in a timely matter is essential to effective risk response. Personnel with an interest in system and information integrity violations include mission and business owners, system owners, senior agency information security official, senior agency official for privacy, system administrators, software developers, systems integrators, information security officers, and privacy officers."
si-07.05-,SI-7.5,,"Automatically [Selection: shut down the system, restart the system, implement [Assignment: organization-defined controls]] when integrity violations are discovered.","Organizations may define different integrity-checking responses by type of information, specific information, or a combination of both. Types of information include firmware, software, and user data. Specific information includes boot firmware for certain types of machines. The automatic implementation of controls within organizational systems includes reversing the changes, halting the system, or triggering audit alerts when unauthorized modifications to critical security files occur."
si-07.07-,SI-7.7,,Incorporate the detection of the following unauthorized changes into the organizational incident response capability: [Assignment: organization-defined security-relevant changes to the system].,"Integrating detection and response helps to ensure that detected events are tracked, monitored, corrected, and available for historical purposes. Maintaining historical records is important for being able to identify and discern adversary actions over an extended time period and for possible legal actions. Security-relevant changes include unauthorized changes to established configuration settings or the unauthorized elevation of system privileges."
si-08-,SI-8,,,"System entry and exit points include firewalls, remote-access servers, electronic mail servers, web servers, proxy servers, workstations, notebook computers, and mobile devices. Spam can be transported by different means, including email, email attachments, and web accesses. Spam protection mechanisms include signature definitions."
si-08-A,SI-8,A,Employ spam protection mechanisms at system entry and exit points to detect and act on unsolicited messages; and,
si-08-B,SI-8,B,Update spam protection mechanisms when new releases are available in accordance with organizational configuration management policy and procedures.,
si-08.02-,SI-8.2,,Automatically update spam protection mechanisms [Assignment: organization-defined frequency].,Using automated mechanisms to update spam protection mechanisms helps to ensure that updates occur on a regular basis and provide the latest content and protection capabilities.
si-10-,SI-10,,Check the validity of the following information inputs: [Assignment: organization-defined information inputs to the system].,"Checking the valid syntax and semantics of system inputs—including character set, length, numerical range, and acceptable values—verifies that inputs match specified definitions for format and content. For example, if the organization specifies that numerical values between 1-100 are the only acceptable inputs for a field in a given application, inputs of ""387,"" ""abc,"" or ""%K%"" are invalid inputs and are not accepted as input to the system. Valid inputs are likely to vary from field to field within a software application. Applications typically follow well-defined protocols that use structured messages (i.e., commands or queries) to communicate between software modules or system components. Structured messages can contain raw or unstructured data interspersed with metadata or control information. If software applications use attacker-supplied inputs to construct structured messages without properly encoding such messages, then the attacker could insert malicious commands or special characters that can cause the data to be interpreted as control information or metadata. Consequently, the module or component that receives the corrupted output will perform the wrong operations or otherwise interpret the data incorrectly. Prescreening inputs prior to passing them to interpreters prevents the content from being unintentionally interpreted as commands. Input validation ensures accurate and correct inputs and prevents attacks such as cross-site scripting and a variety of injection attacks."
si-11-,SI-11,,,"Organizations consider the structure and content of error messages. The extent to which systems can handle error conditions is guided and informed by organizational policy and operational requirements. Exploitable information includes stack traces and implementation details; erroneous logon attempts with passwords mistakenly entered as the username; mission or business information that can be derived from, if not stated explicitly by, the information recorded; and personally identifiable information, such as account numbers, social security numbers, and credit card numbers. Error messages may also provide a covert channel for transmitting information."
si-11-A,SI-11,A,Generate error messages that provide information necessary for corrective actions without revealing information that could be exploited; and,
si-11-B,SI-11,B,Reveal error messages only to [CCCS Assignment: to include the ISSO and/or similar role within the organization].,
si-12-,SI-12,,"Manage and retain information within the system and information output from the system in accordance with applicable laws, executive orders, directives, regulations, policies, standards, guidelines and operational requirements.","Information management and retention requirements cover the full life cycle of information, in some cases extending beyond system disposal. Information to be retained may also include policies, procedures, plans, reports, data output from control implementation, and other types of administrative information. The National Archives and Records Administration (NARA) provides federal policy and guidance on records retention and schedules. If organizations have a records management office, consider coordinating with records management personnel. Records produced from the output of implemented controls that may require management and retention include, but are not limited to: All XX-1, [AC-6(9)](#ac-6.9), [AT-4](#at-4), [AU-12](#au-12), [CA-2](#ca-2), [CA-3](#ca-3), [CA-5](#ca-5), [CA-6](#ca-6), [CA-7](#ca-7), [CA-8](#ca-8), [CA-9](#ca-9), [CM-2](#cm-2), [CM-3](#cm-3), [CM-4](#cm-4), [CM-6](#cm-6), [CM-8](#cm-8), [CM-9](#cm-9), [CM-12](#cm-12), [CM-13](#cm-13), [CP-2](#cp-2), [IR-6](#ir-6), [IR-8](#ir-8), [MA-2](#ma-2), [MA-4](#ma-4), [PE-2](#pe-2), [PE-8](#pe-8), [PE-16](#pe-16), [PE-17](#pe-17), [PL-2](#pl-2), [PL-4](#pl-4), [PL-7](#pl-7), [PL-8](#pl-8), [PM-5](#pm-5), [PM-8](#pm-8), [PM-9](#pm-9), [PM-18](#pm-18), [PM-21](#pm-21), [PM-27](#pm-27), [PM-28](#pm-28), [PM-30](#pm-30), [PM-31](#pm-31), [PS-2](#ps-2), [PS-6](#ps-6), [PS-7](#ps-7), [PT-2](#pt-2), [PT-3](#pt-3), [PT-7](#pt-7), [RA-2](#ra-2), [RA-3](#ra-3), [RA-5](#ra-5), [RA-8](#ra-8), [SA-4](#sa-4), [SA-5](#sa-5), [SA-8](#sa-8), [SA-10](#sa-10), [SI-4](#si-4), [SR-2](#sr-2), [SR-4](#sr-4), [SR-8](#sr-8)."
si-16-,SI-16,,Implement the following controls to protect the system memory from unauthorized code execution: [Assignment: organization-defined controls].,Some adversaries launch attacks with the intent of executing code in non-executable regions of memory or in memory locations that are prohibited. Controls employed to protect memory include data execution prevention and address space layout randomization. Data execution prevention controls can either be hardware-enforced or software-enforced with hardware enforcement providing the greater strength of mechanism.
sr-01-,SR-1,,,"Supply chain risk management policy and procedures address the controls in the SR family as well as supply chain-related controls in other families that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on the development of supply chain risk management policy and procedures. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission- or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission or business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to supply chain risk management policy and procedures include assessment or audit findings, security incidents or breaches, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure."
sr-01-A,SR-1,A,"Develop, document, and disseminate to [CCCS Assignment: to include chief privacy and ISSO and/or similar role or designees]:",
sr-01-A.1,SR-1,A.1,"[Selection: organization-level, mission/business process-level, system-level] supply chain risk management policy that:",
sr-01-A.1.A,SR-1,A.1.A,"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",
sr-01-A.1.B,SR-1,A.1.B,"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",
sr-01-A.2,SR-1,A.2,Procedures to facilitate the implementation of the supply chain risk management policy and the associated supply chain risk management controls;,
sr-01-B,SR-1,B,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the supply chain risk management policy and procedures; and",
sr-01-C,SR-1,C,Review and update the current supply chain risk management:,
sr-01-C.1,SR-1,C.1,Policy [CCCS Assignment: at least every 3 years] and following [CCCS Assignment: significant changes] ; and,
sr-01-C.2,SR-1,C.2,Procedures [CCCS Assignment: at least annually] and following [CCCS Assignment: significant changes].,
